,name,location,rating,distance,review_count,price,searched_latitude,searched_longitude
558,F.X.Buckley,2 Crow Street,4.6,1382.391227708721,120,€€€,53.357043,-6.263232
559,Pichet,14-15 Trinity Street,4.3,1435.9960288456834,116,€€€,53.357043,-6.263232
560,FX Buckley,1A Lower Pembroke St,4.3,228.42645164880116,95,€€€,53.338614,-6.248606
561,Matt The Thresher,31 -32 Lower Pembroke Street,4.1,251.78760574939938,178,€€€,53.338614,-6.248606
562,The Boxty House,20-21 Temple Bar,4.3,1200.2339906489299,1231,€€€,53.338614,-6.248606
563,Pearl Brasserie,20 Upper Merrion Street,4.5,304.61188298571227,74,€€€,53.338614,-6.248606
564,Brookwood,141 Baggot Street Lower,4.2,288.9256740792203,61,€€€,53.338614,-6.248606
565,The Pig's Ear,4 Nassau Street,4.3,578.7161073873523,238,€€€,53.338614,-6.248606
566,The Old Mill Restaurant,14 Temple Bar Square,4.5,1242.2278825137641,229,€€,53.338614,-6.248606
567,IL Vicoletto,5 Crow Street,4.5,1201.316735851625,131,€€€,53.338614,-6.248606
568,BANG Restaurant & Bar,11 Merrion Row,4.2,420.2495993289853,83,€€€,53.338614,-6.248606
569,The Bank on College Green,20-22 College Green,4.4,1063.1215076562662,441,€€€,53.338614,-6.248606
570,The Boxty House,20-21 Temple Bar,4.3,848.8064929089356,1231,€€€,53.350974,-6.25294
571,The Old Mill Restaurant,14 Temple Bar Square,4.5,873.8422128287075,229,€€,53.350974,-6.25294
572,The Pig's Ear,4 Nassau Street,4.3,972.0406231841032,238,€€€,53.350974,-6.25294
573,IL Vicoletto,5 Crow Street,4.5,1017.8223830979916,131,€€€,53.350974,-6.25294
574,Celt Pub,81 Talbot Street,4.3,141.01061037543562,129,€€,53.350974,-6.25294
575,Thai Spice,3a Talbot Place,4.4,115.58822997492085,61,€€,53.350974,-6.25294
576,The Bank on College Green,20-22 College Green,4.4,933.8518360410011,441,€€€,53.350974,-6.25294
577,Pichet,14-15 Trinity Street,4.3,989.3970237492858,116,€€€,53.350974,-6.25294
578,Featherblade,51B Dawson Street,4.4,1097.4704632986604,122,€€,53.350974,-6.25294
579,F.X.Buckley,2 Crow Street,4.6,1013.0976089180492,120,€€€,53.350974,-6.25294
580,BANG Restaurant & Bar,11 Merrion Row,4.2,96.20700466858554,83,€€€,53.337824,-6.256035
581,Matt The Thresher,31 -32 Lower Pembroke Street,4.1,312.4596198211838,178,€€€,53.337824,-6.256035
582,The Boxty House,20-21 Temple Bar,4.3,969.0828701571271,1231,€€€,53.337824,-6.256035
583,Pearl Brasserie,20 Upper Merrion Street,4.5,200.08166525405204,74,€€€,53.337824,-6.256035
584,Brookwood,141 Baggot Street Lower,4.2,218.9257483614429,61,€€€,53.337824,-6.256035
585,FX Buckley,1A Lower Pembroke St,4.3,320.04036384031707,95,€€€,53.337824,-6.256035
586,The Pig's Ear,4 Nassau Street,4.3,504.854878945979,238,€€€,53.337824,-6.256035
587,Featherblade,51B Dawson Street,4.4,453.59271328861007,122,€€,53.337824,-6.256035
588,The Greenhouse,19 Dawson Street,4.5,295.10452989424226,51,€€€€,53.337824,-6.256035
589,One Pico,5-6 Molesworth Place,4.6,312.0351074106694,38,€€€€,53.337824,-6.256035
590,The Marker Hotel,Grand Canal Square,4.1,167.4985017972063,86,€€€,53.342638,-6.238695
591,The Pig's Ear,4 Nassau Street,4.3,1067.1645190717113,238,€€€,53.342638,-6.238695
592,Featherblade,51B Dawson Street,4.4,1311.6571767488194,122,€€,53.342638,-6.238695
593,Charlotte Quay,Charlotte Quay Dock Millennium Tower,4.3,119.30434257808446,24,€€€,53.342638,-6.238695
594,Paulie's Pizza,58 Grand Canal Street,4.5,635.9975370418339,185,€€,53.342638,-6.238695
595,Nutbutter,Forbes St,4.6,217.3305169289708,25,,53.342638,-6.238695
596,Osteria Lucio,The Malting Tower,4.3,291.17647890574534,42,€€€,53.342638,-6.238695
597,Herbstreet,Hanover Quay,4.1,195.0272943347481,172,€€,53.342638,-6.238695
598,FX Buckley,1A Lower Pembroke St,4.3,1023.5707727433246,95,€€€,53.342638,-6.238695
599,The Sussex,8/9 Sussex Terrace,4.7,1521.0398817042953,53,€€€,53.342638,-6.238695
600,The Boxty House,20-21 Temple Bar,4.3,1200.811865587428,1231,€€€,53.356299,-6.258586
601,Bleecker Street Cafe Bar,68 Dorset Street,4.6,375.3784412078581,58,€€,53.356299,-6.258586
602,Kimchi Hophouse,160-161 Parnell Street,4.0,389.17832142328507,154,€€,53.356299,-6.258586
603,The Old Mill Restaurant,14 Temple Bar Square,4.5,1198.7357546058545,229,€€,53.356299,-6.258586
604,The Bank on College Green,20-22 College Green,4.4,1347.982919004948,441,€€€,53.356299,-6.258586
605,IL Vicoletto,5 Crow Street,4.5,1356.525945997447,131,€€€,53.356299,-6.258586
606,Darkey Kellys,Hotel Harding,4.6,1575.0790325887735,263,€€,53.356299,-6.258586
607,Bunsen,22 Essex Street E,4.5,1254.027177909568,215,€€,53.356299,-6.258586
608,F.X.Buckley,2 Crow Street,4.6,1345.5731982040804,120,€€€,53.356299,-6.258586
609,Pichet,14-15 Trinity Street,4.3,1376.8522909869648,116,€€€,53.356299,-6.258586
610,The Pig's Ear,4 Nassau Street,4.3,164.09163598008763,238,€€€,53.341515,-6.256853
611,Featherblade,51B Dawson Street,4.4,102.81210948760045,122,€€,53.341515,-6.256853
612,The Boxty House,20-21 Temple Bar,4.3,587.6231127125272,1231,€€€,53.341515,-6.256853
613,Bunsen,3 Anne Street S,4.7,217.7121955707761,77,€€,53.341515,-6.256853
614,The Porterhouse Central,45-47 Nassau Street,3.8,214.97800965921812,149,€€,53.341515,-6.256853
615,Café en Seine,40 Dawson St,3.8,149.98459130766668,192,€€,53.341515,-6.256853
616,Dunne & Crescenzi,14 St Frederick Street,4.1,98.78884465403867,105,€€,53.341515,-6.256853
617,Sheehans,17 Chatham Street,4.5,332.7240910502833,150,€€,53.341515,-6.256853
618,Marco Pierre White,51 Dawson Street,3.8,102.5852963247044,88,€€€,53.341515,-6.256853
619,The Counter,20 Suffolk Street,3.8,298.66592306117695,113,€€,53.341515,-6.256853
620,The Boxty House,20-21 Temple Bar,4.3,657.997745176562,1231,€€€,53.340803,-6.267732
621,The Hairy Lemon,Stephen Street,4.1,259.1460542249436,399,€€,53.340803,-6.267732
622,Darkey Kellys,Hotel Harding,4.6,379.09692953887077,263,€€,53.340803,-6.267732
623,Bull & Castle,5-7 Lord Edward Street,4.1,333.4443524274694,294,€€€,53.340803,-6.267732
624,Darwins,80 Aungier Street,4.2,141.87565445813073,77,€€€,53.340803,-6.267732
625,F.X.Buckley,2 Crow Street,4.6,495.441729905875,120,€€€,53.340803,-6.267732
626,San Lorenzo's,"Unit 9, Castle House",4.3,356.4005705134336,152,€€,53.340803,-6.267732
627,IL Vicoletto,5 Crow Street,4.5,487.6730481041571,131,€€€,53.340803,-6.267732
628,Sheehans,17 Chatham Street,4.5,395.56894237984375,150,€€,53.340803,-6.267732
629,The Pig's Ear,4 Nassau Street,4.3,877.1267860032785,238,€€€,53.340803,-6.267732
630,The Pig's Ear,4 Nassau Street,4.3,336.7275936290369,238,€€€,53.339764,-6.251988
631,BANG Restaurant & Bar,11 Merrion Row,4.2,248.39004412679552,83,€€€,53.339764,-6.251988
632,Pearl Brasserie,20 Upper Merrion Street,4.5,171.07519205255304,74,€€€,53.339764,-6.251988
633,Matt The Thresher,31 -32 Lower Pembroke Street,4.1,294.6187209665459,178,€€€,53.339764,-6.251988
634,FX Buckley,1A Lower Pembroke St,4.3,274.9800795212419,95,€€€,53.339764,-6.251988
635,The Boxty House,20-21 Temple Bar,4.3,948.4376399871873,1231,€€€,53.339764,-6.251988
636,Brookwood,141 Baggot Street Lower,4.2,224.14177922854262,61,€€€,53.339764,-6.251988
637,Featherblade,51B Dawson Street,4.4,473.8110261437623,122,€€,53.339764,-6.251988
638,Patrick Guilbaud Restaurant,21 Upper Merrion Street,4.4,161.63929700390247,76,€€€€,53.339764,-6.251988
639,The Old Mill Restaurant,14 Temple Bar Square,4.5,989.3555065916877,229,€€,53.339764,-6.251988
640,L Mulligan Grocer,18 Stoneybatter,4.3,1447.5396437730587,215,€€,53.341645,-6.29719
641,The Brazen Head,20 Bridge Street Lower,4.2,1433.3294039887921,906,€€€,53.341645,-6.29719
642,Ryans Of Parkgate Street,28 Parkgate Street,4.4,753.2131494508852,66,€€,53.341645,-6.29719
643,Fish Shop,76 Benburb Street,4.6,1188.1725617998138,62,,53.341645,-6.29719
644,Arthur's Pub,28 Thomas Street,4.3,1051.5018755952938,92,€€,53.341645,-6.29719
645,Teeling Whiskey Distillery,13-17 Newmarket Square,4.7,1394.6610867262154,209,€€,53.341645,-6.29719
646,Guinness Storehouse,St James's Gate,4.2,707.5983464133137,1830,€€,53.341645,-6.29719
647,Union8,740 S Circular Road,4.1,681.7252108597435,55,€€,53.341645,-6.29719
648,Nancy Hands Bar & Restaurant,30-32 Parkgate Street,3.9,748.3488130020543,97,€€,53.341645,-6.29719
649,Jameson Distillery Bow St,Bow Street,4.5,1514.8350592806637,650,€€,53.341645,-6.29719
650,Bull & Castle,5-7 Lord Edward Street,4.1,9.4146536502449,294,€€€,53.343368,-6.27012
651,Darkey Kellys,Hotel Harding,4.6,60.17837883254418,263,€€,53.343368,-6.27012
652,The Boxty House,20-21 Temple Bar,4.3,586.2498683609294,1231,€€€,53.343368,-6.27012
653,The Porterhouse Temple Bar,16-18 Parliament Street,4.0,257.2884584892616,400,€€,53.343368,-6.27012
654,F.X.Buckley,2 Crow Street,4.6,437.3288832346802,120,€€€,53.343368,-6.27012
655,IL Vicoletto,5 Crow Street,4.5,439.2966826260816,131,€€€,53.343368,-6.27012
656,San Lorenzo's,"Unit 9, Castle House",4.3,362.0546442108314,152,€€,53.343368,-6.27012
657,The Old Mill Restaurant,14 Temple Bar Square,4.5,552.4064583774708,229,€€,53.343368,-6.27012
658,The Brazen Head,20 Bridge Street Lower,4.2,449.0850612277053,906,€€€,53.343368,-6.27012
659,The Oak,1-3 Parliament Street,3.9,222.38488470371183,53,€€,53.343368,-6.27012
660,Ryans Of Parkgate Street,28 Parkgate Street,4.4,158.3833005578112,66,€€,53.347106,-6.292041
661,Nancy Hands Bar & Restaurant,30-32 Parkgate Street,3.9,170.66251723576144,97,€€,53.347106,-6.292041
662,L Mulligan Grocer,18 Stoneybatter,4.3,779.934563576022,215,€€,53.347106,-6.292041
663,Darkey Kellys,Hotel Harding,4.6,1500.0757934885519,263,€€,53.347106,-6.292041
664,The Brazen Head,20 Bridge Street Lower,4.2,1069.6251176485735,906,€€€,53.347106,-6.292041
665,Bull & Castle,5-7 Lord Edward Street,4.1,1503.971210888147,294,€€€,53.347106,-6.292041
666,Fish Shop,76 Benburb Street,4.6,669.2001939043723,62,,53.347106,-6.292041
667,Arthur's Pub,28 Thomas Street,4.3,802.7688635742697,92,€€,53.347106,-6.292041
668,Teeling Whiskey Distillery,13-17 Newmarket Square,4.7,1426.7534683719716,209,€€,53.347106,-6.292041
669,Guinness Storehouse,St James's Gate,4.2,684.438192636183,1830,€€,53.347106,-6.292041
670,The Boxty House,20-21 Temple Bar,4.3,145.91721389279184,1231,€€€,53.344603,-6.263371
671,The Old Mill Restaurant,14 Temple Bar Square,4.5,140.02565648094787,229,€€,53.344603,-6.263371
672,Bunsen,22 Essex Street E,4.5,132.8575163747625,215,€€,53.344603,-6.263371
673,F.X.Buckley,2 Crow Street,4.6,33.36189458692017,120,€€€,53.344603,-6.263371
674,Klaw,5A Crown Alley,4.4,95.05322021193989,180,€€,53.344603,-6.263371
675,Pichet,14-15 Trinity Street,4.3,78.7441585272124,116,€€€,53.344603,-6.263371
676,IL Vicoletto,5 Crow Street,4.5,29.467621391425848,131,€€€,53.344603,-6.263371
677,The Quays Irish Restaurant,10-12 Temple Bar Square,4.2,120.76835201181628,239,€€,53.344603,-6.263371
678,Merchant's Arch Bar,48-49 Wellington quay,4.1,163.37710644637775,155,€€,53.344603,-6.263371
679,San Lorenzo's,"Unit 9, Castle House",4.3,155.83482693118583,152,€€,53.344603,-6.263371
680,The Brazen Head,20 Bridge Street Lower,4.2,307.1993954639456,906,€€€,53.346874,-6.272976
681,The Boxty House,20-21 Temple Bar,4.3,725.7232064783406,1231,€€€,53.346874,-6.272976
682,Darkey Kellys,Hotel Harding,4.6,381.42371968236455,263,€€,53.346874,-6.272976
683,The Old Mill Restaurant,14 Temple Bar Square,4.5,679.4087378415967,229,€€,53.346874,-6.272976
684,Bull & Castle,5-7 Lord Edward Street,4.1,426.83203544883344,294,€€€,53.346874,-6.272976
685,Bunsen,22 Essex Street E,4.5,580.3501621583479,215,€€,53.346874,-6.272976
686,IL Vicoletto,5 Crow Street,4.5,665.0774590013597,131,€€€,53.346874,-6.272976
687,The Pig's Ear,4 Nassau Street,4.3,1311.8464168643088,238,€€€,53.346874,-6.272976
688,Arisu Korean Restaurant,119-120 Capel Street,4.0,346.0771575988339,88,€€,53.346874,-6.272976
689,The Bank on College Green,20-22 College Green,4.4,815.0339066597537,441,€€€,53.346874,-6.272976
690,Pickle Eating House and Bar,43 Camden Street,4.6,29.457638922401916,71,€€€,53.334123,-6.265436
691,Camden Exchange,72-73 Camden Street,4.2,99.60836622606428,67,€€,53.334123,-6.265436
692,Camden Kitchen,3A Camden Market,4.4,22.197098666507735,63,€€,53.334123,-6.265436
693,The Boxty House,20-21 Temple Bar,4.3,1307.0635514900287,1231,€€€,53.334123,-6.265436
694,Las Tapas de Lola,12 Wexford Street,4.5,316.5432388289582,121,€€,53.334123,-6.265436
695,Delahunt,39 Camden Street Lower,4.6,20.39281034463814,46,€€€,53.334123,-6.265436
696,Sophie's Bar,33 Harcourt Street,3.9,164.24960982451753,141,€€,53.334123,-6.265436
697,1900,59 Harcourt Street,4.0,172.96014395245334,36,€€,53.334123,-6.265436
698,The Old Mill Restaurant,14 Temple Bar Square,4.5,1312.598588986825,229,€€,53.334123,-6.265436
699,Opium,26 Wexford Street,4.0,284.3190235147041,85,€€,53.334123,-6.265436
700,The Sussex,8/9 Sussex Terrace,4.7,134.17741064264146,53,€€€,53.332383,-6.252717
701,The Boxty House,20-21 Temple Bar,4.3,1611.4622174141043,1231,€€€,53.332383,-6.252717
702,The Canal Bank Cafe,146 Upper Leeson St,3.8,179.47904058977707,68,€€,53.332383,-6.252717
703,Suesey Street,26 Fitzwilliam Place,4.4,65.79524928291482,19,€€€,53.332383,-6.252717
704,Dax Restaurant,23 Upper Pembroke Street,4.6,279.2695942726404,32,€€€€,53.332383,-6.252717
705,The Pig's Ear,4 Nassau Street,4.3,1111.0302810338042,238,€€€,53.332383,-6.252717
706,The Old Mill Restaurant,14 Temple Bar Square,4.5,1640.6808758143559,229,€€,53.332383,-6.252717
707,The Little Kitchen,129 Leeson Street Upper,4.8,238.8197212893308,45,€€,53.332383,-6.252717
708,IL Vicoletto,5 Crow Street,4.5,1534.5499254518845,131,€€€,53.332383,-6.252717
709,The Bank on College Green,20-22 College Green,4.4,1447.2067022737806,441,€€€,53.332383,-6.252717
710,The Boxty House,20-21 Temple Bar,4.3,1627.3456816019864,1231,€€€,53.333653,-6.248345
711,The Sussex,8/9 Sussex Terrace,4.7,336.7505557351103,53,€€€,53.333653,-6.248345
712,Searsons of Baggot Street,42-44 Upper Baggot Street,4.4,366.42837884789674,99,€€,53.333653,-6.248345
713,Angelina's,55 Percy Place,3.8,289.60784926365994,52,€€,53.333653,-6.248345
714,The Pig's Ear,4 Nassau Street,4.3,1051.612652583641,238,€€€,53.333653,-6.248345
715,The Old Mill Restaurant,14 Temple Bar Square,4.5,1663.0918058975194,229,€€,53.333653,-6.248345
716,Keshk Cafe & Restaurant,71 Mespil Road,4.3,169.6488167144107,50,€€,53.333653,-6.248345
717,FX Buckley,1A Lower Pembroke St,4.3,452.80550096186437,95,€€€,53.333653,-6.248345
718,IL Vicoletto,5 Crow Street,4.5,1582.682369442551,131,€€€,53.333653,-6.248345
719,The Bank on College Green,20-22 College Green,4.4,1470.4040882595373,441,€€€,53.333653,-6.248345
720,The Boxty House,20-21 Temple Bar,4.3,787.963816002339,1231,€€€,53.351464,-6.255265
721,The Old Mill Restaurant,14 Temple Bar Square,4.5,805.5020351361352,229,€€,53.351464,-6.255265
722,The Pig's Ear,4 Nassau Street,4.3,1019.5404143056304,238,€€€,53.351464,-6.255265
723,M&L Chinese Restaurant,13 - 14 Cathedral Street,3.9,297.7878792508917,79,€€,53.351464,-6.255265
724,Celt Pub,81 Talbot Street,4.3,98.04728907163363,129,€€,53.351464,-6.255265
725,101 Talbot Restaurant,101-102 Talbot Street,4.2,198.1794644928865,53,€€,53.351464,-6.255265
726,IL Vicoletto,5 Crow Street,4.5,958.6951602339861,131,€€€,53.351464,-6.255265
727,Thai Spice,3a Talbot Place,4.4,275.02025840029034,61,€€,53.351464,-6.255265
728,The Bank on College Green,20-22 College Green,4.4,897.084706905258,441,€€€,53.351464,-6.255265
729,Cafe Azteca,,4.3,382.27402124073285,155,€€,53.351464,-6.255265
730,The Boxty House,20-21 Temple Bar,4.3,1403.1223332055388,1231,€€€,53.356307,-6.273717
731,The Old Mill Restaurant,14 Temple Bar Square,4.5,1368.8060410555825,229,€€,53.356307,-6.273717
732,L Mulligan Grocer,18 Stoneybatter,4.3,810.6347764817671,215,€€,53.356307,-6.273717
733,IL Vicoletto,5 Crow Street,4.5,1469.2406614068411,131,€€€,53.356307,-6.273717
734,The Bank on College Green,20-22 College Green,4.4,1562.7680625287687,441,€€€,53.356307,-6.273717
735,Darkey Kellys,Hotel Harding,4.6,1399.5054299140866,263,€€,53.356307,-6.273717
736,F.X.Buckley,2 Crow Street,4.6,1454.8694015712929,120,€€€,53.356307,-6.273717
737,Pichet,14-15 Trinity Street,4.3,1545.2618797954433,116,€€€,53.356307,-6.273717
738,Bunsen,22 Essex Street E,4.5,1339.6010596804053,215,€€,53.356307,-6.273717
739,Klaw,5A Crown Alley,4.4,1421.278895537038,180,€€,53.356307,-6.273717
740,The Boxty House,20-21 Temple Bar,4.3,1898.522248557965,1231,€€€,53.35893,-6.280337
741,The Old Mill Restaurant,14 Temple Bar Square,4.5,1860.835911615889,229,€€,53.35893,-6.280337
742,L Mulligan Grocer,18 Stoneybatter,4.3,852.4740261065336,215,€€,53.35893,-6.280337
743,Bunsen,22 Essex Street E,4.5,1818.0454573574088,215,€€,53.35893,-6.280337
744,The Quays Irish Restaurant,10-12 Temple Bar Square,4.2,1858.3226447856114,239,€€,53.35893,-6.280337
745,Bleecker Street Cafe Bar,68 Dorset Street,4.6,1097.4646501636723,58,€€,53.35893,-6.280337
746,Merchant's Arch Bar,48-49 Wellington quay,4.1,1842.4898068076936,155,€€,53.35893,-6.280337
747,The Winding Stair,40 Ormond Quay Lower,4.2,1755.1289944970858,240,€€€,53.35893,-6.280337
748,Elephant & Castle,18 Temple Bar,4.0,1898.224750500332,380,€€,53.35893,-6.280337
749,Fish Shop,76 Benburb Street,4.6,1302.000648273075,62,,53.35893,-6.280337
750,The Boxty House,20-21 Temple Bar,4.3,1237.7991624233046,1231,€€€,53.346026,-6.243576
751,J2 Grill & Sushi,"Unit A, The Campshires",4.0,191.6957996539722,127,€€,53.346026,-6.243576
752,The Pig's Ear,4 Nassau Street,4.3,850.2180061744373,238,€€€,53.346026,-6.243576
753,The Old Mill Restaurant,14 Temple Bar Square,4.5,1282.3859024111669,229,€€,53.346026,-6.243576
754,The Bank on College Green,20-22 College Green,4.4,1203.9087329705894,441,€€€,53.346026,-6.243576
755,IL Vicoletto,5 Crow Street,4.5,1351.880493015523,131,€€€,53.346026,-6.243576
756,Pichet,14-15 Trinity Street,4.3,1272.2576530039994,116,€€€,53.346026,-6.243576
757,Featherblade,51B Dawson Street,4.4,1096.6273536762133,122,€€,53.346026,-6.243576
758,Musashi IFSC,"Unit 2 , Burton Hall",4.2,375.3689131109706,53,€€,53.346026,-6.243576
759,F.X.Buckley,2 Crow Street,4.6,1356.445338596266,120,€€€,53.346026,-6.243576
760,Bleecker Street Cafe Bar,68 Dorset Street,4.6,171.70132035841587,58,€€,53.355473,-6.264423
761,The Boxty House,20-21 Temple Bar,4.3,1094.4004484779362,1231,€€€,53.355473,-6.264423
762,Kimchi Hophouse,160-161 Parnell Street,4.0,348.496188237565,154,€€,53.355473,-6.264423
763,Chapter One,Basement of The Writers Museum,4.5,122.72532748410025,111,€€€€,53.355473,-6.264423
764,The Old Mill Restaurant,14 Temple Bar Square,4.5,1077.1313539620674,229,€€,53.355473,-6.264423
765,IL Vicoletto,5 Crow Street,4.5,1220.8867822846316,131,€€€,53.355473,-6.264423
766,The Pig's Ear,4 Nassau Street,4.3,1599.0435641884603,238,€€€,53.355473,-6.264423
767,The Bank on College Green,20-22 College Green,4.4,1257.6428150083993,441,€€€,53.355473,-6.264423
768,L Mulligan Grocer,18 Stoneybatter,4.3,1297.9359598835301,215,€€,53.355473,-6.264423
769,Pichet,14-15 Trinity Street,4.3,1267.1397460147766,116,€€€,53.355473,-6.264423
770,Searsons of Baggot Street,42-44 Upper Baggot Street,4.4,315.3046386515167,99,€€,53.335742,-6.24551
771,The Boxty House,20-21 Temple Bar,4.3,1568.7282147760359,1231,€€€,53.335742,-6.24551
772,Angelina's,55 Percy Place,3.8,166.99184203493806,52,€€,53.335742,-6.24551
773,FX Buckley,1A Lower Pembroke St,4.3,422.12057117780034,95,€€€,53.335742,-6.24551
774,The Pig's Ear,4 Nassau Street,4.3,953.3660893588637,238,€€€,53.335742,-6.24551
775,The Old Mill Restaurant,14 Temple Bar Square,4.5,1609.266036837326,229,€€,53.335742,-6.24551
776,Keshk Cafe & Restaurant,71 Mespil Road,4.3,210.38777961965442,50,€€,53.335742,-6.24551
777,IL Vicoletto,5 Crow Street,4.5,1555.514312040207,131,€€€,53.335742,-6.24551
778,The Bank on College Green,20-22 College Green,4.4,1424.6741389850781,441,€€€,53.335742,-6.24551
779,Featherblade,51B Dawson Street,4.4,1078.3352203047523,122,€€,53.335742,-6.24551
780,The Boxty House,20-21 Temple Bar,4.3,1203.7966497152586,1231,€€€,53.353331,-6.249319
781,The Old Mill Restaurant,14 Temple Bar Square,4.5,1227.7661831380303,229,€€,53.353331,-6.249319
782,The Pig's Ear,4 Nassau Street,4.3,1278.6566115569858,238,€€€,53.353331,-6.249319
783,The Bank on College Green,20-22 College Green,4.4,1288.411392686882,441,€€€,53.353331,-6.249319
784,Thai Spice,3a Talbot Place,4.4,288.79369217772404,61,€€,53.353331,-6.249319
785,IL Vicoletto,5 Crow Street,4.5,1373.1730787986437,131,€€€,53.353331,-6.249319
786,Bunsen,22 Essex Street E,4.5,1325.4819296774522,215,€€,53.353331,-6.249319
787,Featherblade,51B Dawson Street,4.4,1431.0102141456455,122,€€,53.353331,-6.249319
788,Darkey Kellys,Hotel Harding,4.6,1731.4758291200276,263,€€,53.353331,-6.249319
789,F.X.Buckley,2 Crow Street,4.6,1368.2732908877301,120,€€€,53.353331,-6.249319
790,The Boxty House,20-21 Temple Bar,4.3,1417.9880396975748,1231,€€€,53.358437,-6.260641
791,Bleecker Street Cafe Bar,68 Dorset Street,4.6,280.20289961748927,58,€€,53.358437,-6.260641
792,The Old Mill Restaurant,14 Temple Bar Square,4.5,1409.8426533814375,229,€€,53.358437,-6.260641
793,L Mulligan Grocer,18 Stoneybatter,4.3,1662.9147441644034,215,€€,53.358437,-6.260641
794,Bunsen,22 Essex Street E,4.5,1451.4941932620175,215,€€,53.358437,-6.260641
795,Klaw,5A Crown Alley,4.4,1461.2054170843978,180,€€,53.358437,-6.260641
796,The Brazen Head,20 Bridge Street Lower,4.2,1823.8939430955936,906,€€€,53.358437,-6.260641
797,The Quays Irish Restaurant,10-12 Temple Bar Square,4.2,1428.3343070567346,239,€€,53.358437,-6.260641
798,The Porterhouse Temple Bar,16-18 Parliament Street,4.0,1552.284328547747,400,€€,53.358437,-6.260641
799,Kimchi Hophouse,160-161 Parnell Street,4.0,593.3371087100957,154,€€,53.358437,-6.260641
800,L Mulligan Grocer,18 Stoneybatter,4.3,364.7676543323178,215,€€,53.349562,-6.278198
801,The Boxty House,20-21 Temple Bar,4.3,1143.69568542125,1231,€€€,53.349562,-6.278198
802,The Brazen Head,20 Bridge Street Lower,4.2,525.4163982502769,906,€€€,53.349562,-6.278198
803,Fish Shop,76 Benburb Street,4.6,357.64579730125706,62,,53.349562,-6.278198
804,The Old Mill Restaurant,14 Temple Bar Square,4.5,1097.5201069147686,229,€€,53.349562,-6.278198
805,IL Vicoletto,5 Crow Street,4.5,1110.30922739679,131,€€€,53.349562,-6.278198
806,Darkey Kellys,Hotel Harding,4.6,827.6558327539694,263,€€,53.349562,-6.278198
807,The Bank on College Green,20-22 College Green,4.4,1254.5382372755128,441,€€€,53.349562,-6.278198
808,Pichet,14-15 Trinity Street,4.3,1205.305829399074,116,€€€,53.349562,-6.278198
809,Featherblade,51B Dawson Street,4.4,1582.1204128451543,122,€€,53.349562,-6.278198
810,Union8,740 S Circular Road,4.1,226.0687863666085,55,€€,53.342113,-6.310015
811,La Dolce Vita,760 S Circular Road,3.9,169.81640001242468,44,€€,53.342113,-6.310015
812,Kilmainham Gaol,Inchicore Rd,4.7,24.588650980593204,269,,53.342113,-6.310015
813,LimeTree Cafe,Kilmainham Square,4.3,23.825241743866506,44,€€,53.342113,-6.310015
814,The Patriot Inn,760 South Circular Road,3.6,159.13008385755649,43,€€,53.342113,-6.310015
815,Ryans Of Parkgate Street,28 Parkgate Street,4.4,1268.450924106444,66,€€,53.342113,-6.310015
816,Nancy Hands Bar & Restaurant,30-32 Parkgate Street,3.9,1254.354846701117,97,€€,53.342113,-6.310015
817,Phoenix Park,,4.6,1135.509956169384,109,,53.342113,-6.310015
818,Broyage,South Circular Road,3.3,106.55044741064128,3,,53.342113,-6.310015
819,The Natural Bakery,631 South Circular Road,3.5,275.3952591602236,15,€€€,53.342113,-6.310015
820,Bleecker Street Cafe Bar,68 Dorset Street,4.6,332.58135148795463,58,€€,53.359967,-6.264828
821,L Mulligan Grocer,18 Stoneybatter,4.3,1523.864589016237,215,€€,53.359967,-6.264828
822,The Winding Stair,40 Ormond Quay Lower,4.2,1482.2952125652741,240,€€€,53.359967,-6.264828
823,Kimchi Hophouse,160-161 Parnell Street,4.0,804.5583374995404,154,€€,53.359967,-6.264828
824,Chapter One,Basement of The Writers Museum,4.5,621.6555207408378,111,€€€€,53.359967,-6.264828
825,Fish Shop,76 Benburb Street,4.6,1813.6664559118042,62,,53.359967,-6.264828
826,The Woollen Mills,42 Lower Ormond Quay,3.9,1483.1102634936701,136,€€,53.359967,-6.264828
827,Cafe Azteca,,4.3,1169.0416833131687,155,€€,53.359967,-6.264828
828,Boojum,Millennium Walkway,4.3,1401.1165368794216,196,€,53.359967,-6.264828
829,Celt Pub,81 Talbot Street,4.3,1229.9940520782095,129,€€,53.359967,-6.264828
830,The Pig's Ear,4 Nassau Street,4.3,1432.5231693043,238,€€€,53.347122,-6.234749
831,Paulie's Pizza,58 Grand Canal Street,4.5,1073.4346788893056,185,€€,53.347122,-6.234749
832,FX Buckley,1A Lower Pembroke St,4.3,1546.5322479397473,95,€€€,53.347122,-6.234749
833,Pearl Brasserie,20 Upper Merrion Street,4.5,1561.314563397331,74,€€€,53.347122,-6.234749
834,The Old Spot,14 Bath Avenue,4.5,1091.5719140037158,48,€€€,53.347122,-6.234749
835,Matt The Thresher,31 -32 Lower Pembroke Street,4.1,1570.5631325178924,178,€€€,53.347122,-6.234749
836,The Marker Hotel,Grand Canal Square,4.1,425.03950695836795,86,€€€,53.347122,-6.234749
837,MV Cill Airne,Quay 16,3.8,210.17225115673705,46,€€,53.347122,-6.234749
